,companies,commentsCount,hitsCount,likes
971,stream,39.73404255319149,4341.1010638297885,79.36702127659575
975,sunlight,26.32142857142857,6817.75,53.964285714285715
977,superjob,21.0,4022.0,20.0
978,surf,29.46875,1658.71875,48.53125
982,sws,88.33333333333331,3934.0,66.5
983,symantec,13.0,6343.0,21.0
986,synergy,14.533333333333333,1545.4,47.13333333333333
996,tcc,7.0,209.0,5.0
998,techno,17.811881188118807,1236.1287128712872,118.3861386138614
1000,tele2,8.0,89.0,1.0
1001,teleport,26.66666666666667,2521.833333333333,39.333333333333336
1005,terra,18.88741721854305,2214.201986754967,331.4006622516556
1014,tiktok,19.33333333333333,480.0,13.0
1017,timeless,26.217391304347824,3608.391304347826,35.43478260869565
1019,tinkoff,73.2,20419.0,72.2
1028,translation,10.695652173913043,1816.463768115942,122.6231884057971
1033,turtle,46.483870967741936,4265.096774193548,122.07258064516131
1034,tvp,17.666666666666668,3031.666666666666,30.66666666666667
1035,tvzavr,39.5,2516.0,34.5
1037,u6,27.707142857142852,2138.6428571428573,285.6928571428571
1038,uap,6.7936507936507935,922.6349206349206,1822.5238095238094
1039,uber,68.87755102040815,6669.326530612245,138.1530612244898
1040,ubisoft,52.47870036101083,4053.5115523465706,169.43032490974733
1047,unicorn,31.99115044247788,3533.6814159292035,125.84070796460179
1049,unilever,41.0,2226.333333333333,65.66666666666667
1051,uniqlo,27.363636363636363,4658.727272727273,252.45454545454547
1054,unity,21.821791538643346,2283.610257622312,132.12408414086505
1059,ups,6.625,919.125,256.0416666666667
1061,upwork,33.0,1054.3076923076924,261.0
1062,urent,16.166666666666668,729.6666666666665,30.83333333333333
1064,ust,36.9,1441.1,258.6
1066,utopia,22.6,4111.04,37.94
1067,uts,8.0,121.0,5.0
1068,v7,21.09126984126984,2017.4404761904761,242.9206349206349
1069,valve,56.0702333773668,4839.4262439454,254.77278731836202
1072,vc,23.876543209876548,2216.695473251029,344.2921810699589
1073,vc.ru,44.16666666666666,1183.3333333333333,41.5
1079,vesta,13.636363636363635,13016.0,62.0
1080,vi,28.261682242990656,2501.3570093457943,122.95140186915887
1086,vk,14.082405345211582,1501.1024498886413,172.61692650334075
1093,vs,24.04953560371517,2695.216718266254,194.85139318885447
1099,wasd,7.8,323.6,8.8
1100,watchers,28.714285714285715,3095.25,188.64285714285717
1103,waves,18.970149253731343,2408.8805970149256,112.43283582089552
1104,wd,27.08270676691729,2221.46992481203,252.6954887218045
1108,webinar,13.6,3231.6,49.8
1109,webmoney,40.142857142857146,3786.0,233.80952380952382
1113,wellness,8.0,274.6666666666667,6.0
1114,wells,42.91304347826087,3473.043478260869,67.08695652173913
1115,westland,11.666666666666664,2105.833333333333,36.16666666666666
1119,whoosh,16.166666666666668,729.6666666666665,30.83333333333333
1120,wildberries,109.51923076923076,3602.769230769231,172.98076923076923
1122,wings,31.85668789808917,3232.1019108280257,192.0859872611465
1123,winstrike,18.41304347826087,1802.2826086956518,20.130434782608692
1124,wise,125.91769547325104,1397.2633744855966,220.54732510288062
1126,woke,2.0,499.0,6.5
1127,wonder,20.15989159891599,2472.8861788617887,169.3008130081301
1133,wrigley,56.66666666666666,5524.333333333332,53.0
1136,xander,4.333333333333333,999.3333333333335,14.0
1138,xerox,28.14705882352941,2077.9852941176473,574.9411764705882
1142,xsolla,28.97560975609756,3019.9451219512193,306.9634146341463
1145,yadro,171.66666666666666,4710.333333333333,57.66666666666666
1146,yard,17.80952380952381,2546.3809523809523,57.904761904761905
1149,yota,47.511111111111106,4346.533333333334,163.73333333333332
1151,z1,26.86851211072664,3409.2076124567475,198.121107266436
1152,zara,112.55555555555556,5589.333333333332,258.3333333333333
1157,zoom,31.744769874476987,3016.719665271967,159.7991631799163
1161,а1,29.030612244897963,2500.80612244898,563.765306122449
1162,а3,29.974358974358967,4229.333333333333,270.6666666666667
1166,авито,47.118155619596536,3270.780979827089,144.0172910662824
1169,авторадио,36.0,2527.833333333333,28.16666666666667
1177,айсберг,18.95,3727.5,154.85
1190,алмаз,47.11320754716981,1641.7735849056603,230.43396226415092
1195,альтернатива,34.858823529411765,4372.329411764706,609.9823529411765
1205,амедиа,16.0,2895.095238095238,311.23809523809524
1207,амплуа,33.27777777777778,1975.7222222222226,509.66666666666674
1213,антарес,26.42857142857143,4622.714285714285,88.85714285714286
1214,антика,1.0,63.0,6.0
1225,ариан,48.4,3119.0,62.2
1230,арта,35.43636363636364,3277.181818181818,172.5818181818182
1236,аспект,26.472222222222218,3217.0,70.6388888888889
1237,аст,8.5,2147.75,42.25
1243,атлантик,16.67391304347826,2901.543478260869,300.5652173913044
1248,атон,20.5,2714.0,45.16666666666666
1249,атс,18.0,864.0,37.0
1252,ашан,29.0,3321.6363636363635,33.27272727272727
1253,аэрофлот,7.7857142857142865,1185.0,622.6428571428571
1254,аякс,37.555555555555564,4687.0,68.0
1257,баркли,15.823529411764708,1572.6470588235293,271.8529411764706
1263,белаз,8.0,1473.0,21.0
1267,бест,79.33333333333333,8364.444444444445,74.66666666666667
1279,боско,12.125,1258.59375,172.90625
1280,брайс,19.350746268656717,2049.507462686567,645.9626865671643
1282,бристоль,9.434782608695652,1039.9130434782608,181.0434782608696
1284,бугурт,11.0,1333.25,14.75
1285,бука,39.461139896373055,3830.782383419689,197.880829015544
1286,буквоед,7.4,693.8666666666667,41.93333333333333
1288,буревестник,34.8,2788.55,61.65
1289,бюрократ,6.5,616.7857142857142,67.64285714285714
1295,ведомости,84.97849462365592,5999.967741935483,95.16129032258064
1297,вектор,35.432432432432435,3442.972972972973,191.16216216216216
1310,винк,6.0,1985.0,18.0
1312,винс,26.460704607046072,3136.0975609756097,242.53116531165313
1314,вит,40.6,3674.2,376.06666666666666
1315,вита,30.67391304347826,2848.847826086957,98.32608695652172
1317,вкусвилл,18.4,261.0,181.26666666666668
1321,вольт,17.551020408163268,1643.571428571429,402.6530612244898
1322,вольтаж,36.57142857142857,614.8571428571429,7.571428571428571
1325,вциом,60.0,5776.0,43.0
1327,вымпел,96.85714285714286,9582.42857142857,100.71428571428572
1330,газ,19.573529411764707,2411.9264705882347,363.29411764705884
1331,газета,31.008130081300806,3655.333333333334,367.60162601626024
1332,газпромбанк,5.4,181.4,20.2
1333,гамма,39.42424242424242,5447.272727272727,238.6969696969697
1338,генерация,26.0,3017.353383458646,166.99248120300751
1339,геркулес,19.145454545454548,3215.709090909091,132.6727272727273
1340,гермес,13.310344827586205,1942.9448275862067,726.2482758620689
1344,глория,21.204545454545453,2484.659090909091,220.5568181818182
1353,гранит,11.8,1789.6,185.0
1355,гринпис,19.0,5096.333333333333,109.5
1356,гриф,29.102564102564106,2532.1794871794878,65.30769230769229
1357,гудвилл,58.0,23616.0,103.0
1368,делимобиль,0.0,1869.0,0.0
1375,дикси,59.85,3547.0,54.0
1388,дымов,22.0,71583.5,13.5
1391,евросеть,159.75,7529.25,55.0
1402,игромания,38.700325732899024,3159.7003257328993,260.5798045602606
1405,известия,35.39130434782609,4503.739130434783,107.30434782608695
1407,икар,19.72289156626506,2154.1807228915663,299.03614457831327
1412,имхонет,2.0,118.0,7.0
1415,инвест,45.0,4244.5,80.5
1416,ингосстрах,7.125,418.25,232.0
1423,инок,20.758620689655174,1709.344827586207,58.03448275862069
1428,интеграл,66.75,4078.25,22.0
1430,интерфакс,53.352941176470594,3952.470588235294,41.117647058823536
1440,итс,73.0,1402.0,9.0
1449,камаз,69.7,4432.65,273.3
1450,камов,22.54545454545455,3382.909090909091,495.09090909090907
1452,канобу,74.62827225130891,6008.392670157068,156.7591623036649
1453,кант,9.985294117647056,1283.3970588235295,232.25
1458,карусель,37.34782608695652,3652.586956521739,69.71739130434783
1461,каустик,50.3,5553.2,90.1
1464,квант,35.162790697674424,3726.511627906977,117.06976744186045
1473,киевстар,54.0,319.0,0.0
1474,киномакс,88.26315789473685,9513.684210526317,90.47368421052632
1479,клевер,8.183673469387756,1030.204081632653,891.1020408163264
1497,комитет,34.70165745856354,1880.124309392265,169.8674033149171
1498,коммерсантъ,104.44537815126051,6049.72268907563,103.53781512605042
1511,конти,7.0,926.9166666666665,101.83333333333331
1516,копейка,5.333333333333333,481.33333333333326,38.0
1521,космо,15.08695652173913,1331.9130434782608,165.2608695652174
1529,крок,31.17241379310345,5721.7241379310335,103.10344827586206
1537,лабиринт,27.51051051051051,3504.816816816817,142.41741741741743
1539,ладья,20.764705882352946,2006.6470588235293,638.7058823529413
1547,лекси,34.529411764705884,3342.7647058823527,107.82352941176471
1548,лента,37.29931972789115,3647.356009070295,113.2358276643991
1549,ленфильм,46.60869565217392,13336.260869565218,201.0
1555,линус,13.138888888888891,1548.361111111111,269.8333333333333
1558,литрес,44.64285714285715,2899.809523809524,81.47619047619048
1564,люксор,68.875,5734.25,49.875
1565,м3,7.3125,1820.4375,36.3125
1567,магнит,29.375,6514.666666666668,49.75
1568,магнолия,26.051724137931036,2321.5172413793107,127.17241379310344
1569,мади,0.0,69.5,3.0
1576,малика,31.431818181818183,4054.159090909091,171.13636363636363
1596,медиалогия,271.0,10986.0,233.0
1606,метрополис,33.23913043478261,6066.536231884058,151.5072463768116
1611,микоян,42.56,2429.72,783.76
1616,мкс,34.0,2596.25,109.75
1624,монетка,3.4,196.0,30.2
1630,мосфильм,47.714285714285715,8716.761904761906,520.8571428571429
1633,мтс,17.666666666666668,723.6666666666665,10.0
1634,мульти,25.21212121212121,2228.757575757576,85.27272727272727
1643,наки,43.875,3020.6875,155.6875
1650,нева,8.333333333333334,2291.333333333333,57.5
1651,невафильм,93.07142857142857,9546.92857142857,68.57142857142857
1653,нейрон,76.25,7447.5,77.625
1670,нпс,33.22222222222222,2199.3888888888887,41.5
1671,нтв,30.823529411764714,2407.2352941176473,484.5294117647058
1679,одноклассники,31.30434782608696,2564.746376811594,121.42753623188406
1682,октавиан,46.46153846153846,4292.615384615385,102.23076923076924
1688,омнибус,17.307692307692307,2195.692307692308,30.69230769230769
1694,орбита,38.3125,20571.875,67.4375
1695,ордер,26.875,1529.875,172.25
1698,орион,17.681034482758623,1689.9396551724137,163.34482758620692
1699,орлан,42.0,3853.0,50.0
1702,осьминожка,9.76923076923077,1557.6153846153845,247.38461538461542
1712,парацельс,13.434782608695652,2568.913043478261,311.7826086956522
1713,партнер,21.647058823529417,1427.764705882353,38.647058823529406
1718,перспектива,9.403587443946188,1597.8295964125562,346.60538116591925
1719,петрович,26.30232558139535,1934.9534883720928,45.2093023255814
1720,пик,27.887005649717523,4315.745762711866,195.30790960451978
1721,пикабу,43.0,3156.121212121212,119.51515151515152
1723,пиком,19.44186046511628,3799.453488372093,518.4069767441861
1724,пилигрим,42.42241379310345,4649.241379310345,167.31034482758622
1736,позитроника,33.526315789473685,2165.315789473684,727.1052631578948
1738,полдень,6.446808510638298,843.063829787234,232.68085106382978
1766,профит,33.51282051282051,2225.8205128205127,95.6153846153846
1767,пульс,19.235294117647054,2396.4901960784314,167.80392156862746
1782,респект,18.55769230769231,992.4230769230768,73.94230769230771
1787,риза,36.60919540229885,4000.689655172414,158.32183908045974
1790,рокетбанк,94.33333333333331,4889.0,27.66666666666667
1791,роллтон,10.03125,221.69791666666663,300.2604166666667
1792,рольф,17.94736842105263,2624.578947368421,327.4736842105263
1794,росатом,5.666666666666668,370.66666666666674,15.0
1795,росмэн,50.65,5843.6,751.95
1796,роснефть,80.0,3396.0,37.0
1799,роспотребнадзор,54.175,3928.6,134.925
1802,ростелеком,30.65,2137.366666666667,20.383333333333333
1803,ростех,117.25,3594.5625,183.5
1805,руан,8.1,1101.9,176.7
1810,самокат,40.583333333333336,768.5,14.833333333333336
1813,сапсан,13.25,1105.75,10.5
1816,сбер,42.131313131313135,2718.707070707071,115.64646464646464
1818,связной,34.916666666666664,2656.6666666666665,91.47222222222223
1825,сенди,34.724137931034484,2376.689655172414,388.41379310344826
1831,сибур,5.0,152.0,0.0
1838,сириус,44.29411764705883,7289.647058823531,299.5686274509804
1842,ситилинк,54.379310344827594,4129.120689655172,351.3103448275862
1843,ситимобил,40.769230769230774,1832.1538461538464,172.38461538461542
1847,скаут,20.764705882352946,2365.882352941177,69.76470588235293
1853,смешарики,20.788888888888884,2436.722222222222,256.9
1864,спектрум,63.634146341463406,3085.1463414634145,107.26829268292684
1885,тануки,46.57142857142857,2179.214285714286,78.35714285714286
1887,тасс,11.25,1735.25,18.0
1889,твое,29.69767441860465,2731.593023255814,136.8139534883721
1906,тизер,47.635814889336025,4002.0643863179075,194.06841046277665
1907,тинькофф,35.52325581395349,3120.755813953489,419.0
1910,тнт,10.0,914.5,12.0
1915,тото,7.396825396825397,1020.3492063492064,30.58730158730159
1919,транстелеком,82.0,1589.0,3.0
1923,тритон,37.083333333333336,4335.444444444444,350.97222222222223
1925,туполев,0.0,83.0,6.0
1926,уаз,15.586206896551724,1645.396551724138,225.1551724137931
1927,укртелеком,99.33333333333331,6987.0,428.66666666666674
1935,уралсиб,0.0,643.0,5.0
1941,фарго,32.8041825095057,3568.8365019011408,235.58935361216732
1944,фидес,0.6666666666666666,89.33333333333331,5.0
1947,фламинго,12.0,1915.157894736842,49.368421052631575
1965,хабр,39.89130434782609,3410.521739130435,132.82608695652175
1968,хеликс,6.202898550724638,635.5797101449275,1153.1014492753625
1977,циан,107.0,12110.0,103.0
1979,цум,38.5,11058.0,81.5
1981,чердак,20.53846153846154,3171.6923076923076,43.53846153846154
1987,эвотор,59.0,1388.0,16.0
1993,эксмо,44.58661417322835,4168.696850393701,198.88188976377955
1995,эксплойт,50.0,6755.363636363636,42.63636363636363
2003,элис,24.68,3990.2933333333335,135.76444444444445
2004,эльба,44.458598726114644,5026.5668789808915,123.0127388535032
2016,юла,49.25,3888.607142857143,110.57142857142857
2017,юлмарт,20.33333333333333,9284.333333333334,65.0
2020,яндекс,26.3282722513089,1952.4848167539267,81.1869109947644
2021,яндекс.дзен,18.41176470588235,1678.3529411764707,162.88235294117646
2022,яндекс.драйв,5.0,87.5,4.5
2023,яндекс.лавка,12.0,86.0,9.0
2024,яндекс.маркет,49.2,4820.6,62.8
2026,янтарь,22.777777777777782,2184.6666666666665,37.888888888888886
